,Series_reference,Period,Data_value,Supp,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Zeros,Suare_of_magnitude
3063,ECTM.S19S1,2018.09,5617.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3064,ECTM.S19S1,2018.1,5647.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3065,ECTM.S19S1,2018.11,5598.1,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3066,ECTM.S19S1,2018.12,5571.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3067,ECTM.S19S1,2019.01,5649.6,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3068,ECTM.S19S1,2019.02,5665.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3069,ECTM.S19S1,2019.03,5654.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3070,ECTM.S19S1,2019.04,5683.7,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3071,ECTM.S19S1,2019.05,5616.1,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3072,ECTM.S19S1,2019.06,5607.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3073,ECTM.S19S1,2019.07,5594.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3074,ECTM.S19S1,2019.08,5675.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3075,ECTM.S19S1,2019.09,5701.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3076,ECTM.S19S1,2019.1,5690.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3077,ECTM.S19S1,2019.11,5844.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3078,ECTM.S19S1,2019.12,5877.1,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3079,ECTM.S19S1,2020.01,5863.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3080,ECTM.S19S1,2020.02,5915.7,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3081,ECTM.S19S1,2020.03,5650.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3082,ECTM.S19S1,2020.04,2961.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3083,ECTM.S19S1,2020.05,5270.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3084,ECTM.S19S1,2020.06,6091.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3085,ECTM.S19S1,2020.07,6144.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3086,ECTM.S19S1,2020.08,5703.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3087,ECTM.S19S1,2020.09,6075.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3088,ECTM.S19S1,2020.1,6083.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3089,ECTM.S19S1,2020.11,6022.6,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3090,ECTM.S19S1,2020.12,6043.7,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3091,ECTM.S19S1,2021.01,5970.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3092,ECTM.S19S1,2021.02,5863.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3093,ECTM.S19S1,2021.03,5916.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3094,ECTM.S19S1,2021.04,6154.1,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3095,ECTM.S19S1,2021.05,6272.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3096,ECTM.S19S1,2021.06,6311.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3097,ECTM.S19S1,2021.07,6371.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3098,ECTM.S19S1,2021.08,5102.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3099,ECTM.S19S1,2021.09,5131.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3100,ECTM.S19S1,2021.1,5671.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3101,ECTM.S19S1,2021.11,6169.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3102,ECTM.S19S1,2021.12,6283.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3103,ECTM.S19S1,2022.01,6345.6,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3104,ECTM.S19S1,2022.02,5931.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3105,ECTM.S19S1,2022.03,5837.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3106,ECTM.S19S1,2022.04,6252.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3107,ECTM.S19S1,2022.05,6386.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3108,ECTM.S19S1,2022.06,6389.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3109,ECTM.S19S1,2022.07,6401.6,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3110,ECTM.S19S1,2022.08,6455.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3111,ECTM.S19S1,2022.09,6566.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3112,ECTM.S19S1,2022.1,6664.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3113,ECTM.S19S1,2022.11,6585.8,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3114,ECTM.S19S1,2022.12,6531.7,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3115,ECTM.S19S1,2023.01,6561.8,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3116,ECTM.S19S1,2023.02,6621.8,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3117,ECTM.S19S1,2023.03,6695.8,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3118,ECTM.S19S1,2023.04,6699.1,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3119,ECTM.S19S1,2023.05,6600.8,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3120,ECTM.S19S1,2023.06,6678.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3121,ECTM.S19S1,2023.07,6642.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3122,ECTM.S19S1,2023.08,6681.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3123,ECTM.S19S1,2023.09,6644.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3124,ECTM.S19S1,2023.1,6592.7,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3125,ECTM.S19S1,2023.11,6677.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3126,ECTM.S19S1,2023.12,6550.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3127,ECTM.S19S1,2024.01,6628.4,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3128,ECTM.S19S1,2024.02,6572.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3129,ECTM.S19S1,2024.03,6525.0,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3130,ECTM.S19S1,2024.04,6498.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3131,ECTM.S19S1,2024.05,6425.5,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3132,ECTM.S19S1,2024.06,6385.9,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3133,ECTM.S19S1,2024.07,6381.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3134,ECTM.S19S1,2024.08,6396.3,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3135,ECTM.S19S1,2024.09,6401.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3136,ECTM.S19S1,2024.1,6451.2,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3137,ECTM.S19S1,2024.11,6459.6,0,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3138,ECTM.S19S1,2024.12,6589.3,0,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Seasonally adjusted,RTS total industries,0,0.0,0.0,0,36
3139,ECTM.S19S1PC,2002.11,-2.0,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3140,ECTM.S19S1PC,2002.12,4.3,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3141,ECTM.S19S1PC,2003.01,-1.1,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3142,ECTM.S19S1PC,2003.02,0.5,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3143,ECTM.S19S1PC,2003.03,-0.2,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3144,ECTM.S19S1PC,2003.04,0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3145,ECTM.S19S1PC,2003.05,0.3,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3146,ECTM.S19S1PC,2003.06,-0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3147,ECTM.S19S1PC,2003.07,2.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3148,ECTM.S19S1PC,2003.08,0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3149,ECTM.S19S1PC,2003.09,0.0,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3150,ECTM.S19S1PC,2003.1,1.2,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3151,ECTM.S19S1PC,2003.11,0.9,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3152,ECTM.S19S1PC,2003.12,3.5,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3153,ECTM.S19S1PC,2004.01,-1.9,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3154,ECTM.S19S1PC,2004.02,-0.6,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3155,ECTM.S19S1PC,2004.03,2.1,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3156,ECTM.S19S1PC,2004.04,1.3,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3157,ECTM.S19S1PC,2004.05,0.7,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3158,ECTM.S19S1PC,2004.06,0.4,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3159,ECTM.S19S1PC,2004.07,1.0,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3160,ECTM.S19S1PC,2004.08,0.6,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3161,ECTM.S19S1PC,2004.09,0.6,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3162,ECTM.S19S1PC,2004.1,0.2,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3163,ECTM.S19S1PC,2004.11,1.6,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3164,ECTM.S19S1PC,2004.12,-0.1,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3165,ECTM.S19S1PC,2005.01,1.4,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3166,ECTM.S19S1PC,2005.02,0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3167,ECTM.S19S1PC,2005.03,0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3168,ECTM.S19S1PC,2005.04,0.5,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3169,ECTM.S19S1PC,2005.05,0.0,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3170,ECTM.S19S1PC,2005.06,1.4,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3171,ECTM.S19S1PC,2005.07,1.2,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3172,ECTM.S19S1PC,2005.08,0.2,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3173,ECTM.S19S1PC,2005.09,1.4,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3174,ECTM.S19S1PC,2005.1,0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3175,ECTM.S19S1PC,2005.11,0.0,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3176,ECTM.S19S1PC,2005.12,-1.5,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3177,ECTM.S19S1PC,2006.01,2.9,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3178,ECTM.S19S1PC,2006.02,-0.1,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3179,ECTM.S19S1PC,2006.03,1.6,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3180,ECTM.S19S1PC,2006.04,0.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3181,ECTM.S19S1PC,2006.05,1.8,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3182,ECTM.S19S1PC,2006.06,0.9,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3183,ECTM.S19S1PC,2006.07,-0.4,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3184,ECTM.S19S1PC,2006.08,0.9,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
3185,ECTM.S19S1PC,2006.09,-0.3,0,F,Percent,0,Electronic Card Transactions (ANZSIC06) - ECT,"Totals - Electronic card transactions by division, percentage changes",Seasonally adjusted,RTS total industries,Percentage change from previous period,0.0,0.0,0,0
